latin_name
Malachius macer
Malachius mirandus
Malachius mixtus
Malachius treventii
Malacocottus kincaidi
Malacocottus zonurus
Malacosoma californica
Malacosoma disstria
Malaraeus telchinus
Malaxis brachypoda
Malaxis diphyllos
Malaxis paludosa
Malenka californica
Malenka cornuta
Malenka flexura
Mallos niveus
Mallotus villosus
Malthodes abruptus
Malthodes acuticauda
Malthodes alexanderi
Malthodes bakeri
Malthodes canadensis
Malthodes columbiensis
Malthodes intricatus
Malthodes macnabi
Malthodes oregonus
Malthodes parvulus
Malthodes piceolus
Malthodes piperi
Malthodes stacesmithi
Malus fusca
Malus hupehensis
Malus prunifolia
Malus pumila
Malus x dawsoniana
Malva alcea
Malva moschata
Malva neglecta
Malva parviflora
Malva pusilla
Malva sylvestris
Mamestra configurata
Mamestra curialis
Manduca quinquemaculata
Manica hunteri
Manica invidia
Mannia fragrans
Mannia gracilis
Marah oregana
Marasmiellus candidus
Marasmiellus filopes
Marasmiellus papillatus
Marasmiellus pluvius
Marasmiellus ramealis
Marasmiellus roseipallens
Marasmiellus vaillantii
Marasmius chordalis
Marasmius elongatipes
Marasmius epiphyllus
Marasmius limosus
Marasmius oreades
Marasmius pallidocephalus
Marasmius plicatulus
Marasmius thujinus
Marasmius tremulae
Marasmius velutipes
Marathyssa inficita
Marcelleina persoonii
Marchantia polymorpha
Marchantia quadrata
Marchantia romanica
Mareca americana
Mareca falcata
Mareca penelope
Mareca strepera
Margaiostus glacialis
Margarinotus fractifrons
Margarinotus harrisii
Margarinotus merdarius
Margarinotus obscurus
Margarinotus pluto
Margarinotus purpurascens
Margarinotus rectus
Margarinotus umbrosus
Margariscus nachtriebi
Margaritifera falcata
Marmara arbutiella
Marmara oregonensis
Marmota caligata
Marmota flaviventris
Marmota monax
Marmota vancouverensis
Marrubium vulgare
Marsilea vestita
Marsupella apiculata
Marsupella boeckii
Marsupella condensata
Marsupella emarginata
Marsupella sparsifolia
Marsupella sphacelata
Marsupella sprucei
Marsupella stableri
Martes americana
Martes caurina
Maso sundevalli
Masonhalea richardsonii
Massalongia carnosa
Massalongia microphylliza
Mastigophora woodsii
Mastodia tessellata
Matricaria chamomilla
Matricaria discoidea
Matriella teresa
Matteuccia struthiopteris
Matthiola incana
Maulisia argipalla
Mecaphesa asperata
Mecaphesa celer
Mecaphesa sierrensis
Mecas bicallosa
Mecinus janthinus
Mecinus pascuorum
Mecinus pyraster
Meconella oregana
Meconema thalassinum
Meconopsis cambrica
Mecyna mustelinalis
Mecynargus borealis
Mecynargus monticola
Mecynargus paetulus
Mecynargus tungusicus
Medialuna californiensis
Medicago arabica
Medicago lupulina
Medicago polymorpha
Medicago sativa
Medon ctenophorum
Medon guppyi
Medon hatchi
Medon insularis
Medon mcleodi
Medon pugetensis
Medon quadratus
Medon shastanicus
Medon truncatus
Medon vancouveri
Meesia longiseta
Meesia triquetra
Meesia uliginosa
Megabothris abantis
Megabothris asio
Megabothris lucifer
Megabothris quirini
Megacerus discoidus
Megaceryle alcyon
Megachile angelarum
Megachile apicalis
Megachile brevis
Megachile centuncularis
Megachile circumcincta
Megachile cleomis
Megachile coquilletti
Megachile fidelis
Megachile frigida
Megachile gemula
Megachile gentilis
Megachile inermis
Megachile lapponica
Megachile lippiae
Megachile melanophaea
Megachile mellitarsis
Megachile mendica
Megachile montivaga
Megachile onobrychidis
Megachile parallela
Megachile perihirta
Megachile pugnata
Megachile relativa
Megachile rotundata
Megachile snowi
Megachile subnigra
Megachile texana
Megachile umatillensis
Megachile wheeleri
Megacollybia platyphylla
Megalaria brodoana
Megalaria columbiana
Megalepthyphantes nebulosus
Megaleuctra stigmata
Megalographa biloba
Megalomus angulatus
Megalomus fidelis
Megalospora reniformis
Megalothorax minimus
Meganola minuscula
Megapenthes aterrimus
Megapenthes caprella
Megapenthes gentneri
Megapenthes nigriventris
Megapenthes stigmosus
Megapenthes tartareus
Megaphorus willistoni
Megaptera novaeangliae
Megarafonus ventralis
Megarcys irregularis
Megarcys signata
Megarcys subtruncata
Megarcys watertoni
Megarthroglossus divisus
Megarthroglossus procus
Megarthroglossus sicamus
Megarthroglossus spenceri
Megarthrus angulicollis
Megarthrus arcuatus
Megarthrus atratus
Megarthrus excisus
Megarthrus occidentalis
Megarthrus pecki
Megarthrus pictus
Megarthrus smetanai
Megascops kennicottii
Megasemum asperum
Megaspora verrucosa
Megasternum concinnum
Megasternum posticatum
Megatoma ampla
Megatoma cylindrica
Megatoma kaliki
Megatoma leucochlidon
Megatoma perversa
Megatoma pubescens
Megatoma variegata
Megocalea lemieuxi
Meiotrichum lyallii
Melalgus confertus
Melamphaes lugubris
Melampyrum lineare
Melanchra adjuncta
Melanchra assimilis
Melanchra picta
Melanchra pulverulenta
Melandrya striata
Melanelia agnata
Melanelia commixta
Melanelia hepatizon
Melanelia stygia
Melanelixia glabratula
Melanelixia subargentifera
Melanelixia subaurifera
Melanerpes erythrocephalus
Melanerpes formicivorus
Melanerpes lewis
Melanitta americana
Melanitta deglandi
Melanitta perspicillata
Melanogaster ambiguus
Melanogaster intermedius
Melanogaster tuberiformis
Melanogaster variegatus
Melanohalea elegantula
Melanohalea exasperatula
Melanohalea infumata
Melanohalea multispora
Melanohalea olivacea
Melanohalea olivaceoides
Melanohalea septentrionalis
Melanohalea subelegantula
Melanohalea subolivacea
Melanohalea tahltan
Melanohalea trabeculata
Melanoleuca angelesiana
Melanoleuca brevipes
Melanoleuca cognata
Melanoleuca davisiae
Melanoleuca dryophila
Melanoleuca exscissa
Melanoleuca grammopodia
Melanoleuca humilis
Melanoleuca media
Melanoleuca melaleuca
Melanoleuca memmingeri
Melanoleuca platyphylla
Melanoleuca polioleuca
Melanoleuca resplendens
Melanoleuca stridula
Melanoleuca verrucipes
Melanolophia imitata
Melanonus zugmayeri
Melanophila acuminata
Melanophila occidentalis
Melanophthalma americana
Melanophthalma pumila
Melanophthalma villosa
Melanophyllum haematospermum
Melanoplus alpinus
Melanoplus bivittatus
Melanoplus borealis
Melanoplus bruneri
Melanoplus cinereus
Melanoplus confusus
Melanoplus dawsoni
Melanoplus digitifer
Melanoplus fasciatus
Melanoplus femurrubrum
Melanoplus foedus
Melanoplus huroni
Melanoplus infantilis
Melanoplus kennicotti
Melanoplus montanus
Melanoplus occidentalis
Melanoplus oregonensis
Melanoplus packardii
Melanoplus rugglesi
Melanoplus sanguinipes
Melanoplus washingtonius
Melanostigma pammelas
Melanotopelia toensbergii
Melanotus longulus
Melasis rufipennis
Melasis tsugae
Melaspileella proximella
Melastiza chateri
Meleagris gallopavo
Melecta pacifica
Melecta separata
Melecta thoracica
Meleoma dolicharthra
Meleoma emuncta
Meleoma schwarzi
Meleoma signoretii
Melica bulbosa
Melica fugax
Melica harfordii
Melica smithii
Melica spectabilis
Melica subulata
Meligethes atratus
Melilotus albus
Melilotus officinalis
Melinopterus prodromus
Melipotis jucunda
Melissa officinalis
Melissodes agilis
Melissodes bimatris
Melissodes communis
Melissodes lutulenta
Melissodes menuachus
Melissodes microsticta
Melissodes pallidisignata
Melissodes rivalis
Melissodes saponellus
Melissodes semilupina
Melitara dentata
Melocosa fumosa
Meloe angusticollis
Meloe barbarus
Meloe dianella
Meloe impressus
Meloe niger
Meloe occultus
Meloe vandykei
Melospiza georgiana
Melospiza lincolnii
Melospiza melodia
Melzericium udicola
Menegazzia subsimilis
Menegazzia terebrata
Menetus opercularis
Mentha aquatica
Mentha arvensis
Mentha canadensis
Mentha pulegium
Mentha requienii
Mentha spicata
Mentha suaveolens
Mentha x gracilis
Mentha x piperita
Mentha x verticillata
Mentha x villosa
Mentzelia albicaulis
Mentzelia dispersa
Mentzelia laevicaulis
Menyanthes trifoliata
Menziesia ferruginea
Meotica pallens
Mephitis mephitis
Mergellus albellus
Mergus merganser
Mergus serrator
Merhynchites bicolor
Merhynchites wickhami
Meriellum proteus
Meringis shannoni
Meriola californica
Meriola decepta
Meris suffusaria
Merismodes anomala
Merismodes fasciculata
Merismodes ochracea
Merluccius productus
Mermessus holdus
Mermessus paludosus
Mermessus taibo
Mermessus tridentatus
Mermessus trilobatus
Meroptera abditiva
Meroptera pravella
Mertensia longiflora
Mertensia maritima
Mertensia oblongifolia
Mertensia paniculata
Meruliporia incrassata
Mesaphorura krausbaueri
Mesaphorura pacifica
Mesaphorura ruseki
Mesaphorura yosii
Mesocapnia autumna
Mesocapnia oenone
Mesocapnia ogotoruka
Mesocapnia porrecta
Mesocapnia projecta
Mesocapnia variabilis
Mesocentrotus franciscanus
Mesocrangon intermedia
Mesocrangon munitella
Mesogona olivata
Mesogona subcuprea
Mesoleuca gratulata
Mesoleuca ruficillata
Mesoplodon carlhubbsi
Mesoplodon stejnegeri
Mesoptychia badensis
Mesoptychia bantriensis
Mesoptychia collaris
Mesoptychia gillmanii
Mesoptychia heterocolpos
Mesoptychia sahlbergii
Mesothea incertata
Mesothuria murrayi
Metaclisa marginalis
Metacnephia bilineata
Metacnephia saskatchewana
Metacnephia villosa
Metacolpodes buchanani
Metacrangon acclivis
Metacrangon munita
Metacrangon spinosissima
Metacrangon variabilis
Metacyrba taeniola
Metanema determinata
Metanema inatomaria
Metanomus insidiosus
Metaphidippus manni
Metarranthis duaria
Metator nevadensis
Metator pardalinus
Metellina curtisi
Metellina mimetoides
Metellina segmentata
Metepeira foxi
Metepeira grandiosa
Metepeira palustris
Metisotoma grandiceps
Metocalea lindgreni
Metopobactrus pacificus
Metretopus borealis
Metrius contractus
Metulodontia nivea
Metzgeria conjugata
Metzgeria leptoneura
Metzgeria pubescens
Metzgeria temperata
Metzneria lappella
Metzneria paucipunctella
Mezium affine
Micarea adnata
Micarea alabastrites
Micarea assimilata
Micarea botryoides
Micarea cinerea
Micarea coppinsii
Micarea denigrata
Micarea elachista
Micarea farinosa
Micarea globulosella
Micarea hedlundii
Micarea incrassata
Micarea melaena
Micarea micrococca
Micarea misella
Micarea myriocarpa
Micarea nitschkeana
Micarea paratropa
Micarea peliocarpa
Micarea prasina
Micarea prasinella
Micarea subalpina
Micarea synotheoides
Micarea turfosa
Micarea vulpinaris
Micarea xanthonica
Micaria aenea
Micaria alpina
Micaria coloradensis
Micaria constricta
Micaria foxi
Micaria idana
Micaria laticeps
Micaria longipes
Micaria longispina
Micaria pulicaria
Micaria riggsi
Micaria rossica
Micaria utahna
Micraegialia pusilla
Micranthes ferruginea
Micranthes hieraciifolia
Micranthes integrifolia
Micranthes lyallii
Micranthes nelsoniana
Micranthes nidifica
Micranthes nivalis
Micranthes occidentalis
Micranthes odontoloma
Micranthes razshivinii
Micranthes reflexa
Micranthes rufidula
Micranthes tenuis
Micranthes tischii
Micranthes tolmiei
Micranurida spirillifera
Micraphorura absoloni
Micrargus nr.
Micrasema bactro
Micrathous brevis
Micrisotoma achromata
Microbregma emarginatum
Microbryum vlassovii
Microcalicium ahlneri
Microcalicium arenarium
Microcalicium conversum
Microcalicium disseminatum
Microcara explanata
Microcylloepus pusillus
Microedus austinianus
Microedus fenderi
Microedus laticollis
Microedus porterae
Microedus rogersi
Microgadus proximus
Microgastrura minutissima
Microgilia minutiflora
Microglossum olivaceum
Microglossum rufum
Microglossum viride
Microhexura idahoana
Microhypnus striatulus
Microlestes curtipennis
Microlestes linearis
Microlestes major
Microlestes nigrinus
Microlinyphia dana
Microlinyphia impigra
Microlinyphia mandibulata
Microlinyphia pusilla
Microlipus falli
Microlipus moerens
Micromalthus debilis
Micromitrium tenerum
Micromphale arbuticola
Micromus angulatus
Micromus borealis
Micromus montanus
Micromus posticus
Micromus subanticus
Micromus variegatus
Micromus variolosus
Microneta viaria
Micropeplus brunneus
Micropeplus laticollis
Micropeplus punctatus
Micropeplus robustus
Micropeplus sculptus
Micropeplus smetanai
Microphysula cookei
Microphysula ingersolli
Micropterus dolomieu
Micropterus salmoides
Microrhagus pectinatus
Microrhopala excavata
Microrhopala inermis
Microrhopala vittata
Microrhopala xerene
Microseris bigelovii
Microseris borealis
Microseris nutans
Microsteris gracilis
Microstomus pacificus
Microtheoris ophionalis
Microtus longicaudus
Microtus montanus
Microtus oeconomus
Microtus oregoni
Microtus pennsylvanicus
Microtus richardsoni
Microtus townsendii
Microweisea misella
Micrurapteryx salicifoliella
Mielichhoferia elongata
Mielichhoferia mielichhoferiana
Milospium graphideorum
Mimetus epeiroides
Mimetus hesperus
Mimoschinia rufofascialis
Mimulus foliatus
Mimus polyglottos
Minoa murinata
Mioctenopsylla traubi
Mioptachys flavicauda
Mirabilis albida
Mirabilis hirsuta
Mirabilis nyctaginea
Miriquidica deusta
Miriquidica instrata
Miriquidica leucophaea
Miriquidica nigroleprosa
Miriquidica plumbeoatra
Miriquidica scotopholis
Mirounga angustirostris
Mischocyttarus flavitarsis
Miscodera arctica
Misgurnus anguillicaudatus
Misumena vatia
Mitella nuda
Mitellastra caulescens
Mitrula elegans
Mitrula paludosa
Mniaecia nivea
Mniotilta varia
Mniotype ducta
Mniotype pallescens
Mniotype tenera
Mnium ambiguum
Mnium arizonicum
Mnium blyttii
Mnium marginatum
Mnium spinulosum
Mnium thomsonii
Mocyta breviuscula
Mocyta fungi
Moehringia lateriflora
Moehringia macrophylla
Moenchia erecta
Moerckia blyttii
Moerckia flotoviana
Moerckia hibernica
Mogulones crucifer
Mola mola
Molanna albicans
Molanna flavicornis
Molendoa sendtneriana
Mollisia cinerea
Mollisia discolor
Mollisia melaleuca
Mollisia ventosa
Mollugo verticillata
Molorchus longicollis
Molothrus ater
Molpadia intermedia
Molpadia musculus
Mompha albapalpella
Mompha circumscriptella
Mompha conturbatella
Mompha deceptella
Mompha eloisella
Mompha idaei
Mompha murtfeldtella
Mompha nancyae
Mompha raschkiella
Mompha sexstrigella
Mompha sturnipennella
Mompha terminella
Mompha unifasciella
Monadenia fidelis
Monanchora alaskensis
Monanchora pulchra
Monarda fistulosa
Monardella odoratissima
Monarthrum scutellare
Moneses uniflora
Monilinia vaccinii-corymbosi
Monochamus clamator
Monochamus notatus
Monochamus obtusus
Monochamus scutellatus
Monochroa fragariae
Monochroa harrisonella
Monochroa placidella
Monomorium pharaonis
Monopis crocicapitella
Monopis dorsistrigella
Monopis laevigella
Monopis spilotella
Monopis weaverella
Monotoma bicolor
Monotoma picipes
Monotropa uniflora
Monoxia angularis
Monoxia consputa
Monoxia grisea
Monoxia sordida
Montagnea arenaria
Montanelia disjuncta
Montanelia panniformis
Montanelia saximontana
Montanelia secwepemc
Montanelia sorediata
Montaphe elrodi
Montia bostockii
Montia chamissoi
Montia dichotoma
Montia diffusa
Montia fontana
Montia howellii
Montia linearis
Montia parvifolia
Monticola solitarius
Morchella americana
Morchella angusticeps
Morchella costata
Morchella crassipes
Morchella deliciosa
Morchella elata
Morchella esculenta
Morchella importuna
Morchella semilibera
Morchella snyderi
Morchella tridentina
Mordella albosuturalis
Mordella atrata
Mordella brevistylis
Mordella grandis
Mordella hubbsi
Mordella marginata
Mordella quadripunctata
Mordellaria borealis
Mordellina pustulata
Mordellistena aspersa
Mordellistena downesi
Mordellistena gigas
Mordellistena liljebladi
Mordellistena morula
Mordellistena nunenmacheri
Mordellistena vilis
Mordellochroa scapularis
Morella californica
Moriola crustularia
Moriola pseudomyces
Morophagoides burkerella
Morulina multatuberculata
Morulodes serratus
Morulodes setosus
Morus alba
Morychus aeneolus
Morychus oblongus
Moselia infuscata
Motacilla alba
Motacilla cinerea
Motacilla citreola
Motacilla tschutschensis
Motschulskium sinuatocolle
Mucronella bresadolae
Mucronella calva
Mucronella fusiformis
Mucronella pendula
Mucronella pulchra
Muhlenbergia andina
Muhlenbergia asperifolia
Muhlenbergia filiformis
Muhlenbergia glomerata
Muhlenbergia mexicana
Muhlenbergia racemosa
Muhlenbergia richardsonis
Muhlenbergia uniflora
Mulgedium pulchellum
Mulsantina hudsonica
Mulsantina picta
Multiclavula coronilla
Multiclavula corynoides
Multiclavula mucida
Multiclavula sharpii
Multiclavula vernalis
Multivesicula columbica
Multivesicula punctata
Munida quadrispina
Munidopsis alvisca
Munidopsis granosicorium
Munidopsis quadrata
Mus musculus
Muscari armeniacum
Muscari aucheri
Muscari neglectum
Muscinupta laevis
Musculium lacustre
Musculium partumeium
Musculium securis
Musculium transversum
Mustela erminea
Mustela frenata
Mustela nivalis
Mutatoderma mutatum
Mutinus caninus
Myadestes townsendi
Mycale adhaerens
Mycale bamfieldensis
Mycale hispida
Mycale lingua
Mycale loveni
Mycale macginitiei
Mycale psila
Mycale richardsoni
Mycale toporoki
Mycelis muralis
Mycena abramsii
Mycena acicula
Mycena aetites
Mycena albidula
Mycena albissima
Mycena alcalina
Mycena algeriensis
Mycena alnicola
Mycena alphitophora
Mycena amabilis
Mycena amabilissima
Mycena amicta
Mycena arcangeliana
Mycena atroalboides
Mycena aurantiomarginata
Mycena avenacea
Mycena bulbosa
Mycena capillaripes
Mycena capillaris
Mycena cinerella
Mycena citrinomarginata
Mycena clavicularis
Mycena clavularis
Mycena corticaticeps
Mycena corticola
Mycena corynephora
Mycena culmigena
Mycena debilis
Mycena elegantula
Mycena epipterygia
Mycena epipterygioides
Mycena erubescens
Mycena excisa
Mycena fagetorum
Mycena filopes
Mycena fragillima
Mycena fuliginella
Mycena fusco-ocula
Mycena fuscopurpurea
Mycena galericulata
Mycena galopus
Mycena griseiconica
Mycena griseoviridis
Mycena haematopus
Mycena hudsoniana
Mycena inclinata
Mycena insignis
Mycena laevigata
Mycena leptocephala
Mycena leucophaea
Mycena lilacifolia
Mycena lohwagii
Mycena longipes
Mycena longiseta
Mycena luteopallens
Mycena maculata
Mycena magna
Mycena megaspora
Mycena metata
Mycena minutissima
Mycena mirata
Mycena monticola
Mycena murina
Mycena occidentalis
Mycena odora
Mycena odorifera
Mycena olivaceobrunnea
Mycena olivaceomarginata
Mycena oregonensis
Mycena overholtsii
Mycena parabolica
Mycena paucilamellata
Mycena pearsoniana
Mycena plumbea
Mycena pseudocorticola
Mycena pseudoinclinata
Mycena pterigena
Mycena pura
Mycena purpureofusca
Mycena pusilla
Mycena quiniaultensis
Mycena radicifera
Mycena renati
Mycena rosea
Mycena rosella
Mycena rubromarginata
Mycena rutilantiformis
Mycena sanguinolenta
Mycena sepia
Mycena serotina
Mycena stannea
Mycena stipata
Mycena strobilinoidea
Mycena stylobates
Mycena subcana
Mycena subcucullata
Mycena subplicosa
Mycena subsanguinolenta
Mycena subsupina
Mycena supina
Mycena tenax
Mycena tenerrima
Mycena tubarioides
Mycena ulmicola
Mycena vitilis
Mycena vulgaris
Mycenastrum corium
Mycenella bryophila
Mycenella nodulosa
Mycenella trachyspora
Mycetaea subterranea
Mycetina idahoensis
Mycetinis applanatipes
Mycetinis salalis
Mycetinis scorodonius
Mycetochara analis
Mycetochara fraterna
Mycetochara procera
Mycetophagus californicus
Mycetophagus distinctus
Mycetophagus pluriguttatus
Mycetophagus quadriguttatus
Mycetophagus tenuifasciatus
Mycetoporus americanus
Mycetoporus bipunctatus
Mycetoporus neotomae
Mycetoporus nigrans
Mycetoporus pacificus
Mycetoporus rufohumeralis
Mycetoporus rugosus
Mycetoporus smetanai
Mychocerus discretus
Mycoacia aurea
Mycoacia fuscoatra
Mycoacia nothofagi
Mycoacia uda
Mycobilimbia berengeriana
Mycobilimbia carneoalbida
Mycobilimbia epixanthoides
Mycobilimbia pilularis
Mycobilimbia tetramera
Mycoblastus affinis
Mycoblastus alpinus
Mycoblastus caesius
Mycoblastus sanguinarioides
Mycoblastus sanguinarius
Mycocalia denudata
Mycocalia duriaeana
Mycocalicium albonigrum
Mycocalicium americanum
Mycocalicium fuscipes
Mycocalicium subtile
Mycoglaena myricae
Mycomicrothelia confusa
Mycopan scabripes
Mycoporum antecellens
Mycoporum hippocastani
Mycteria americana
Mycterophora inexplicata
Mycterophora longipalpata
Mycterus concolor
Myelaphus lobicornis
Myelopsis alatella
Myelopsis minutularia
Myelopsis subtetricella
Myiarchus cinerascens
Myiarchus crinitus
Myioborus pictus
Mylia anomala
Mylia taylorii
Myllaena audax
Myllaena decreta
Myllaena fenyesi
Myllaena insomnis
Mylocheilus caurinus
Myochroidea leprosula
Myochroidea minutula
Myochroidea porphyrospoda
Myochroidea rufofusca
Myochromella boudieri
Myodes gapperi
Myodes rutilus
Myodopsylla borealis
Myodopsylla gentilis
Myodopsylla insignis
Myodopsylla palposa
Myosotis arvensis
Myosotis asiatica
Myosotis discolor
Myosotis laxa
Myosotis scorpioides
Myosotis stricta
Myosotis sylvatica
Myosotis verna
Myosoton aquaticum
Myosurus apetalus
Myosurus minimus
Myotis californicus
Myotis ciliolabrum
Myotis evotis
Myotis lucifugus
Myotis septentrionalis
Myotis thysanodes
Myotis volans
Myotis yumanensis
Myoxocephalus polyacanthocephalus
Myoxocephalus scorpius
Myrica gale
Myrinia pulvinata
Myriolecis albescens
Myriolecis andrewii
Myriolecis contractula
Myriolecis crenulata
Myriolecis dispersa
Myriolecis hagenii
Myriolecis perpruinosa
Myriolecis persimilis
Myriolecis salina
Myriolecis sambuci
Myriolecis schofieldii
Myriolecis straminea
Myriolecis wetmorei
Myriophyllum aquaticum
Myriophyllum farwellii
Myriophyllum heterophyllum
Myriophyllum hippuroides
Myriophyllum pinnatum
Myriophyllum quitense
Myriophyllum sibiricum
Myriophyllum spicatum
Myriophyllum ussuriense
Myriophyllum verticillatum
Myriopteris gracilis
Myriopteris gracillima
Myriosclerotinia caricis-ampullaceae
Myriosclerotinia duriaeana
Myriospora smaragdula
Myrmecocephalus arizonicus
Myrmecocystus testaceus
Myrmecophilus oregonensis
Myrmedophila americana
Myrmeleon exitialis
Myrmeleon immaculatus
Myrmica alaskensis
Myrmica brevispinosa
Myrmica crassirugis
Myrmica detritinodis
Myrmica incompleta
Myrmica latifrons
Myrmica lobifrons
Myrmica nearctica
Myrmica rubra
Myrmica specioides
Myrmoecia lugubris
Myrrhis odorata
Mystacides alafimbriatus
Mystacides azurea
Mystacides interjectus
Mystacides sepulchralis
Mythenteles silus
Mythicomyces corneipes
Mythimna oxygala
Mythimna unipuncta
Mythimna yukonensis
Mythoplastoides erectus
Myurella julacea
Myurella sibirica
Myurella tenerrima
Myxarium nucleatum
Myxilla behringensis
Myxilla incrustans
Myxilla lacunosa
Myxilla parasitica
Myxomphalia maura
Myzia interrupta
Myzia subvittata
Nacerdes melanura
Nadabius eigenmanni
Nadata gibbosa
Naetrocymbe punctiformis
Naetrocymbe saxicola
Najas flexilis
Namunaria pacifica
Nannobrachium regale
Nannobrachium ritteri
Nanobius serricollis
Nansenia candida
Naohidea sebacea
Narcissus poeticus
Narcissus pseudonarcissus
Nardia breidleri
Nardia compressa
Nardia geoscyphus
Nardia japonica
Nardia scalaris
Narella bowersi
Narpus concolor
Nassella viridula
Nassipa hoppingi
Nasturtium microphyllum
Nasturtium officinale
Naucoria alnetorum
Naucoria amarescens
Naucoria bohemica
Naucoria escharioides
Naucoria geminella
Naucoria melinoides
Naucoria pennsylvanica
Naucoria salicis
Naucoria suavis
Naucrates ductor
Nautichthys oculofasciatus
Nautichthys robustus
Navarretia divaricata
Navarretia intertexta
Navarretia propinqua
Navarretia squarrosa
Neanthophylax mirificus
Neanthophylax tenebrosus
Neanura muscorum
Neanura persimilis
Nearctodesmus insularis
Nearctopsylla brooksi
Nearctopsylla hyrtaci
Nearctopsylla jordani
Nearctopsylla traubi
Nearctula sp.
Nebria acuta
Nebria arkansana
Nebria charlottae
Nebria crassicornis
Nebria diversa
Nebria frigida
Nebria gebleri
Nebria gyllenhali
Nebria haida
Nebria hudsonica
Nebria kincaidi
Nebria lituyae
Nebria louiseae
Nebria mannerheimii
Nebria meanyi
Nebria metallica
Nebria nivalis
Nebria obliqua
Nebria piperi
Nebria sahlbergii
Nebria schwarzi
Nebrioporus macronychus
Neckera douglasii
Neckera menziesii
Neckera pennata
Necrobia ruficollis
Necrobia rufipes
Necrobia violacea
Necrodes surinamensis
Necrophilus hydrophiloides
Nectoliparis pelagicus
Nectopsyche albida
Nectopsyche lahontanensis
Nectria cinnabarina
Nectriopsis violacea
Necydalis cavipennis
Necydalis diversicollis
Necydalis laevicollis
Nedra stewarti
Neduba steindachneri
Negasilus platycerus
Negastrius colon
Negastrius rupicola
Negastrius stibicki
Negha inflata
Negha longicornus
Nehalennia irene
Nelima paessleri
Nemadus pusio
Nemania aenea
Nemania serpens
Nemapogon acapnopennella
Nemapogon auropulvella
Nemapogon cloacella
Nemapogon granella
Nemapogon tylodes
Nemapogon variatella
Nematocampa resistaria
Nemichthys scolopaceus
Nemocestes horni
Nemocestes incomptus
Nemocestes puncticollis
Nemocestes tuberculatus
Nemognatha lutea
Nemognatha soror
Nemomydas pantherinus
Nemophila breviflora
Nemophila parviflora
Nemophila pedunculata
Nemophora bellela
Nemoria darwiniata
Nemoria glaucomarginaria
Nemoria unitaria
Nemotaulius hostilis
Nemoura arctica
Nemozoma punctulatum
Neoalbatrellus subcaeruleoporus
Neoalcis californiaria
Neoalosterna rubida
Neoantistea agilis
Neoantistea gosiuta
Neoantistea magna
Neoantrodia serialis
Neoantrodia variiformis
Neoarctia beanii
Neoarctia brucei
Neobisnius jucundus
Neobisnius senilis
Neoboletus erythropus
Neobolitobius varians
Neochthebius vandykei
Neoclypeodytes ornatellus
Neoclytus balteatus
Neoclytus conjunctus
Neoclytus leucozonus
Neoclytus provoanus
Neocrangon abyssorum
Neocrangon communis
Neocrangon resima
Neocrepidodera robusta
Neodactria caliginosellus
Neodactria luteolellus
Neodactria murellus
Neodasyscypha cerina
Neoeocatops decipiens
Neofabraea malicorticis
Neofavolus alveolaris
Neofuscelia loxodes
Neofuscelia subhosseana
Neofuscelia verruculifera
Neogalerucella calmariensis
Neogalerucella pusilla
Neohaemonia nigricornis
Neoheterocerus gnatho
Neoholmgrenia andina
Neohypdonus gentilis
Neohypdonus musculus
Neohypdonus nibleyi
Neohypdonus recavus
Neohypdonus tumescens
Neohypnus fragilis
Neohypnus hamatus
Neohypnus obscurus
Neohypnus picipennis
Neohypodiscus cerebrinus
Neoitamus brevicomus
Neolecta vitellina
Neolentinus adhaerens
Neolentinus kauffmanii
Neolentinus lepideus
Neoligia albirena
Neoligia invenusta
Neoligia lancea
Neoligia lillooet
Neoligia subjuncta
Neoligia tonsa
Neomochtherus albicomus
Neomochtherus willistoni
Neon nelli
Neon pixii
Neon reticulatus
Neonectria coccinea
Neonectria fuckeliana
Neoorthocaulis attenuatus
Neoorthocaulis binsteadii
Neoorthocaulis floerkei
Neopachylopus aeneipunctatus
Neopachylopus sulcifrons
Neopasites aff.
Neopetrosia vanilla
Neophasia menapia
Neophylax occidentis
Neophylax rickeri
Neophylax splendens
Neophytobius cavifrons
Neoporus superioris
Neoporus undulatus
Neopristilophus maurus
Neopsylla inopina
Neoscona arabesca
Neoscona pratensis
Neoscopelus macrolepidotus
Neoscutopterus angustus
Neoscutopterus hornii
Neospondylis upiformis
Neotamias amoenus
Neotamias minimus
Neotamias ruficaudus
Neotamias townsendii
Neotelphusa praefixa
Neoterpes trianguliferata
Neothetalia canadiana
Neothetalia columbiana
Neothetalia nimia
Neothetalia pallitarsis
Neothetalia smetanai
Neothremma alicia
Neothremma didactyla
Neotoma cinerea
Neotrypaea californiensis
Neotrypaea gigas
Neottia banksiana
Neottia borealis
Neottia convallarioides
Neottia cordata
Neottiura bimaculata
Neournula nordmanensis
Neournula pouchetii
Neovison vison
Nepeta cataria
Nephelodes minians
Nephroma arcticum
Nephroma bellum
Nephroma expallidum
Nephroma helveticum
Nephroma isidiosum
Nephroma laevigatum
Nephroma occultum
Nephroma parile
Nephroma resupinatum
Nephrophyllidium crista-galli
Nephus georgei
Nephus ornatus
Nepytia canosaria
Nepytia freemani
Nepytia phantasmaria
Nepytia umbrosaria
Neriene digna
Neriene litigiosa
Neriene radiata
Neslia paniculata
