UniqueID,Variable,Component,EMS_Code,CAS_number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
592,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 >= 8 & EMS_0104 <= 10,,No Effect,Upper Limit,0.3,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
593,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 > 10,,No Effect,Upper Limit,0.6,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
594,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 < 2,,No Effect,Upper Limit,0.02,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
595,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 2 & EMS_0104 < 4,,No Effect,Upper Limit,0.04,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
596,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 4 & EMS_0104 < 6,,No Effect,Upper Limit,0.06,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
597,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 6 & EMS_0104 < 8,,No Effect,Upper Limit,0.08,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
598,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 8 & EMS_0104 <= 10,,No Effect,Upper Limit,0.1,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
599,Nitrite,Total,EMS_0111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 > 10,,No Effect,Upper Limit,0.2,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
600,Nitrite,Total,EMS_0111,(14797-65-0),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,3,Reported as nitrite.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
601,Nitrite,Total,EMS_0111,(14797-65-0),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,1,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
602,Nitrite,Total,EMS_0111,(14797-65-0),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,1,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
603,Nitrite,Total,EMS_0111,(14797-65-0),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,3,Reported as nitrite.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
604,Nitrite,Total,EMS_0111,(14797-65-0),Wildlife,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,10,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
605,Nitrite,Total,EMS_1111,(14797-65-0),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,10,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
606,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 < 2,,No Effect,Upper Limit,0.06,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
607,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 >= 2 & EMS_0104 < 4,,No Effect,Upper Limit,0.12,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
608,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 >= 4 & EMS_0104 < 6,,No Effect,Upper Limit,0.18,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
609,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 >= 6 & EMS_0104 < 8,,No Effect,Upper Limit,0.24,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
610,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 >= 8 & EMS_0104 <= 10,,No Effect,Upper Limit,0.3,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
611,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0104 > 10,,No Effect,Upper Limit,0.6,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
612,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 < 2,,No Effect,Upper Limit,0.02,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
613,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 2 & EMS_0104 < 4,,No Effect,Upper Limit,0.04,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
614,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 4 & EMS_0104 < 6,,No Effect,Upper Limit,0.06,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
615,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 6 & EMS_0104 < 8,,No Effect,Upper Limit,0.08,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
616,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 >= 8 & EMS_0104 <= 10,,No Effect,Upper Limit,0.1,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
617,Nitrite,Total,EMS_1111,(14797-65-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0104 > 10,,No Effect,Upper Limit,0.2,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
618,Nitrite,Total,EMS_1111,(14797-65-0),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,3,Reported as nitrite.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
619,Nitrite,Total,EMS_1111,(14797-65-0),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,1,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
620,Nitrite,Total,EMS_1111,(14797-65-0),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,1,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
621,Nitrite,Total,EMS_1111,(14797-65-0),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,3,Reported as nitrite.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
622,Nitrite,Total,EMS_1111,(14797-65-0),Wildlife,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,10,Reported as N.,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nitrogen-amonia-tech.pdf
623,Nonylphenol and its ethoxylates,Total,EMS_N032,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,"ISQG using equilibrium partitioning approach, expressed on a toxic equivalency basis using NP toxic equivalency factors. See reference.",,,No Effect,Upper Limit,1.41,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
624,Nonylphenol and its ethoxylates,Total,EMS_N032,(Various Compounds),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,Working WQG is for the total concentration of nonphenols and nonphenol equivalents which is calculated as the concentration of the mixture of nonylphenolic compounds expressed as the toxic equivalent of nonylphenolic compounds.  See CCME (2002) for more information.,No Effect,Upper Limit,1,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
625,Nonylphenol and its ethoxylates,Total,EMS_N032,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,"ISQG using equilibrium partitioning approach, expressed on a toxic equivalency basis using NP toxic equivalency factors. See reference.",,,No Effect,Upper Limit,1.01,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
626,Nonylphenol and its ethoxylates,Total,EMS_N032,(Various Compounds),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,Working WQG is for the total concentration of nonphenols and nonphenol equivalents which is calculated as the concentration of the mixture of nonylphenolic compounds expressed as the toxic equivalent of nonylphenolic compounds.  See CCME (2002) for more information.,No Effect,Upper Limit,0.7,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
627,Organic Carbon,Dissolved,EMS_1103,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,median,Long-term median within 20% of background median and the 30-day median for both DOC and TOC is within 20% of seasonally-adjusted median background levels as measured histroically or at appropriate reference sites.  The 30-day median calculation should be based on a minimum of 5 weekly samples taken over a period of 30 days.,,,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-tech.pdf
628,Organic Carbon,Dissolved,EMS_1103,(NA),Wildlife,Water,Long-term chronic,30,5,median,Long-term median within 20% of background median and the 30-day median for both DOC and TOC is within 20% of seasonally-adjusted median background levels as measured histroically or at appropriate reference sites.  The 30-day median calculation should be based on a minimum of 5 weekly samples taken over a period of 30 days.,,,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-tech.pdf
629,Organic Carbon,Total,EMS_0103,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,median,Long-term median within 20% of background median and the 30-day median for both DOC and TOC is within 20% of seasonally-adjusted median background levels as measured histroically or at appropriate reference sites.  The 30-day median calculation should be based on a minimum of 5 weekly samples taken over a period of 30 days.,,,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-tech.pdf
630,Organic Carbon,Total,EMS_0103,(NA),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,4,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
631,Organic Carbon,Total,EMS_0103,(NA),Wildlife,Water,Long-term chronic,30,5,median,Long-term median within 20% of background median and the 30-day median for both DOC and TOC is within 20% of seasonally-adjusted median background levels as measured histroically or at appropriate reference sites.  The 30-day median calculation should be based on a minimum of 5 weekly samples taken over a period of 30 days.,,,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/organic-carbon-tech.pdf
632,Pentachlorobenzene,Total,EMS_PCLB,(608-93-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,6,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
633,pH,Total,EMS_0004,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Lower Limit,5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
634,pH,Total,EMS_0004,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,9.5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
635,pH,Total,EMS_0004,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Lower Limit,5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
636,pH,Total,EMS_0004,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,9.5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
637,pH,Total,EMS_0004,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,No statistically significant decrease in pH from background when pH is less than 6.5.  No restriction on the increase in pH except in boggy areas that have a unique fauna or flora.  Site-specific ambient water quality objectives to restrict the pH increase in areas with a unique fauna and flora are recommended.,,EMS_0004 < 6.5,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
638,pH,Total,EMS_0004,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,"Unrestricted change permitted within a pH range of 6.5 to 9.  The component of the freshwater WQGs should be used cautiously if the pH change causes the carbon dioxide concentrations to exceed a 10 umol/L minimum or a 1360 umol/L short-term.  Carbon dioxide concentrations below 10 umol/L can cause a shift in the phytoplankton community to cyanobacteria, while carbon dioxide concentrations above 1360 umol/L can be toxic to fish.",,EMS_0004 >= 6.5 & EMS_0004 <= 9,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
639,pH,Total,EMS_0004,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,No statistically significant increase in pH from background when pH is above 9.  Short-term increases (2-3 days) to pH 9.5 are permitted for lake restoration projects.  Decreases in pH are permittes as long as carbon dioxide concentrations are not elevated above 1360 umol/L.  Carbon dioxide concentrations above 1360 umol/L may be toxic to fish.,,EMS_0004 > 9.0,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
640,pH,Total,EMS_0004,(NA),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,Unrestricted change when pH is greater than 7 and less than 8.7 to protect mollusc embryo development.,,EMS_0004 <= 7 & EMS_0004 <= 8.7,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
641,pH,Total,EMS_0004,(NA),Recreation,Water,Primary Contact,1,1,min,,,,,No Effect,Lower Limit,5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
642,pH,Total,EMS_0004,(NA),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,9,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
643,pH,Total,EMS_PH_F,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Lower Limit,5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
644,pH,Total,EMS_PH_F,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,9.5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
645,pH,Total,EMS_PH_F,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Lower Limit,5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
646,pH,Total,EMS_PH_F,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,9.5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
647,pH,Total,EMS_PH_F,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,No statistically significant decrease in pH from background when pH is less than 6.5.  No restriction on the increase in pH except in boggy areas that have a unique fauna or flora.  Site-specific ambient water quality objectives to restrict the pH increase in areas with a unique fauna and flora are recommended.,,EMS_0004 < 6.5,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
